prefecture,spot_name,lat,lon,code
Kanagawa Prefecture,Nogeyama Zoo / Nogeyama Park,35.44662946,139.6227632,14370019
Kanagawa Prefecture,The main approach and precincts of Samukawa Shrine,35.37945245,139.3828262,14370020
Kanagawa Prefecture,Miyagino Hayakawa Embankment,35.25365009,139.0497696,14370021
Kanagawa Prefecture,Sagami Lake Resort Pleasure Forest,35.60482517,139.2011609,14370022
Kanagawa Prefecture,Near the Anest Iwata Turnpike Hakone Gosho-no-Iri Parking Lot,35.21955489,139.1156357,14370024
Kanagawa Prefecture,Ooka River Promenade,35.42338155,139.6003261,14370025
Kanagawa Prefecture,Genjiyama Park,35.32653092,139.5437752,14370026
Kanagawa Prefecture,Koboyama Park,35.3720608,139.2427681,14370028
Kanagawa Prefecture,Yokohama City Kanazawa Zoo,35.34873952,139.5994396,14370029
Kanagawa Prefecture,Hakone Gora Park,35.24857055,139.0451502,14370030
Kanagawa Prefecture,Onshi Hakone Park,35.19621582,139.0261042,14370031
Kanagawa Prefecture,Ikuta Ryokuchi,35.6109308,139.5606907,14370032
Kanagawa Prefecture,Odawara Castle Ruins Park,35.25086221,139.1540011,14370008
Kanagawa Prefecture,Tsurugaoka Hachimangu Shrine,35.32580122,139.5563042,14370009
Kanagawa Prefecture,Kinugasayama Park,35.24905124,139.6601291,14370010
Kanagawa Prefecture,Sanxi Garden,35.41732325,139.6604714,14370011
Kanagawa Prefecture,Yamakita Railway Park (a street lined with cherry blossom trees along the Gotemba Line),35.36030918,139.0783623,14370015
Kanagawa Prefecture,Hakone (Yumoto),35.23315327,139.1065559,14370012
Kanagawa Prefecture,Hakone (Lake Ashi / Sensekihara),35.26569805,139.0067626,14370014
Kanagawa Prefecture,Higashihara Cherry Blossom Row,35.4761229,139.427798,14370018
Kanagawa Prefecture,Hikaraya Park,35.44537626,139.4319591,14370005
Yamanashi Prefecture,Dashan Temple,35.65577173,138.7432466,19370001
Yamanashi Prefecture,Yamanokami Senbonzakura,35.55707911,138.5617662,19370002
Yamanashi Prefecture,Cherry Blossoms at Myoryoji Temple,35.60547178,138.4383142,19370003
Yamanashi Prefecture,Yamataka Jindai Sakura,35.78033184,138.367742,19370017
Yamanashi Prefecture,Maizuru Castle Park,35.66414783,138.5714304,19370004
Yamanashi Prefecture,Kinzakura Shrine,35.76933631,138.5560369,19370005
Yamanashi Prefecture,Kawaguchiko-koban (North Shore),35.5231763,138.7655708,19370006
Yamanashi Prefecture,Jinroku Sakura,35.67347983,138.7431958,19370009
Yamanashi Prefecture,Yatsushiro Furusato Park,35.6026657,138.6454871,19370020
Yamanashi Prefecture,Arakurayama Sengen Park (near Chureito),35.50122927,138.8013889,19370021
Yamanashi Prefecture,Iwadonosan Maruyama Park,35.6186793,138.9498611,19370010
Yamanashi Prefecture,Seichun Art Village,35.8223071,138.3530613,19370011
Yamanashi Prefecture,Sakura Onsen Street,35.65782981,138.6460545,19370012
Yamanashi Prefecture,Fuji Omuro Sengen Shrine,35.50995737,138.7459731,19370013
Yamanashi Prefecture,Takeda Shrine,35.68667552,138.5773989,19370014
Yamanashi Prefecture,Dafushi Park,35.54595844,138.4552855,19370016
Nagano Prefecture,Fuwang Temple,36.26092994,138.3393522,20370003
Nagano Prefecture,Higashiyama Yume-no-Sato Park (Yume Farm),36.40798671,137.9098711,20370004
Nagano Prefecture,Onishi Park,35.56077952,138.0352297,20370007
Nagano Prefecture,Uyama's cherry blossom avenue,36.37611988,137.8962137,20370039
Nagano Prefecture,Karuizawa Prince Hotel,36.3374569,138.6337843,20370044
Nagano Prefecture,Tokura-juku Kitty Park,36.49492172,138.1566766,20370041
Nagano Prefecture,Hiraoyama Park,36.279081,138.5111371,20370045
Nagano Prefecture,Komoro Castle Ruins Kaikoen,36.32684425,138.4172427,20370010
Nagano Prefecture,Ueda Castle Ruins Park,36.40308309,138.2452735,20370011
Nagano Prefecture,Tokura Kamiyamada Onsen Shiroyama Cherry Blossoms,36.47927305,138.136559,20370012
Nagano Prefecture,Clouds ascend the palace,36.67032352,138.1886659,20370013
Nagano Prefecture,"Shiroyama Park, Nagano City",36.66365428,138.191496,20370014
Nagano Prefecture,Ibaraki Farm Nagano Branch,36.25560317,138.4913699,20370015
Nagano Prefecture,Inariyama Park,36.19363963,138.4818935,20370016
Nagano Prefecture,Iiyama Castle Ruins,36.85659671,138.3668725,20370017
Nagano Prefecture,National Treasure Matsumoto Castle,36.23953576,137.969174,20370018
Nagano Prefecture,"Shiroyama Park, Matsumoto City",36.24676475,137.9551248,20370019
Nagano Prefecture,Omachi Park,36.50491564,137.86985,20370020
Nagano Prefecture,Shuiyue Park,36.08460438,138.0864014,20370021
Nagano Prefecture,Takashima Park,36.03884973,138.1124013,20370022
Nagano Prefecture,Garyu Park,36.64455843,138.3121268,20370023
Nagano Prefecture,Guangcheng Mountain,36.32086646,137.9343331,20370025
Nagano Prefecture,Matsushiro Castle Ruins,36.56599481,138.1960001,20370026
Nagano Prefecture,Kobōzan Kofun,36.21287885,137.9826941,20370027
Nagano Prefecture,Iiyama Nishiotaki Dam,36.9778358,138.4846772,20370037
Nagano Prefecture,Kojinzan Park,35.96656536,137.9919546,20370038
Nagano Prefecture,Iida City Omiya Street Cherry Blossom Avenue,35.52062019,137.8276088,20370031
Nagano Prefecture,Taifu Village General Ground,35.37908564,137.8453639,20370033
Nagano Prefecture,Kasuga Park,35.83931814,137.9444245,20370006
Nagano Prefecture,Senninzuka Park,35.66942545,137.8948664,20370030
Aichi Prefecture,Tsurumai Park,35.1543835,136.9194211,23370019
Aichi Prefecture,Owari Okunirei Shrine (Kokufu-giya),35.25610062,136.8051459,23370003
Aichi Prefecture,Oyama Green Space,34.93367826,136.9856358,23370006
Aichi Prefecture,Suwa's Cherry Blossom Tunnel,34.82749643,137.3755283,23370007
Aichi Prefecture,Cherry Blossom Row of Gojo River (Okuchi Town),35.33031447,136.907314,23370008
Aichi Prefecture,Qingsu Park,35.2172354,136.8407548,23370011
Aichi Prefecture,Water Source Park,35.0490493,137.1793744,23370020
Aichi Prefecture,Otowa River Embankment,34.84451362,137.3191922,23370023
Aichi Prefecture,Higashiyama Fruit Park,35.25162535,137.0483759,23370025
Aichi Prefecture,Museum Meiji Mura,35.33999485,136.9882069,23370027
Aichi Prefecture,Yamazaki River: The Four Seasons Path,35.13064645,136.9431802,23370028
Aichi Prefecture,Cherry Blossom Necklace,35.20508494,136.7400137,23370030
Aichi Prefecture,Aichi Prefectural Greening Center,35.15587809,137.1916584,23370034
Aichi Prefecture,Sanagawa River Embankment,34.82897641,137.3835376,23370035
Aichi Prefecture,Nagoya Castle,35.18363001,136.8988015,23370037
Aichi Prefecture,Akashi Park (Aichi Prefecture),34.90543124,136.9830373,23370038
Aichi Prefecture,Kijo Park,34.98930229,136.9846033,23370039
Aichi Prefecture,Yagotoyama Koshoji Temple,35.13995579,136.9624582,23370041
Aichi Prefecture,Okazaki Park,34.95654884,137.1588403,23370013
Aichi Prefecture,Jokoji Park,35.27797328,137.0913112,23370014
Aichi Prefecture,Kiso River Embankment,35.35664989,136.8067112,23370016
Aichi Prefecture,Sakurabuchi Park,34.89388159,137.5052045,23370017
Aichi Prefecture,Aichi Prefectural Forest,34.99467293,137.6264498,23370018
Aichi Prefecture,Arako River Park,35.10312794,136.8602184,23370032
Aichi Prefecture,Expo 2000 Aichi Commemorative Park (Moricoro Park),35.17705402,137.0882661,23370036
Aichi Prefecture,Iwayado Park,35.24006827,137.1449084,23370010
Aichi Prefecture,The entire Kiso River area in Inuyama City,35.38979871,136.9419784,23370015
Niigata Prefecture,Shibata Castle Ruins Park,37.95421603,139.3240625,15370002
Niigata Prefecture,Bentenkata Scenic Park,37.9637939,139.2611473,15370004
Niigata Prefecture,Washinoki Sakura Promenade Park,37.84615231,139.0220926,15370005
Niigata Prefecture,Yuzawa Central Park,36.93547622,138.8218211,15370006
Niigata Prefecture,Uonogawa Cherry Blossoms,37.21927825,138.9582667,15370007
Niigata Prefecture,Koide Park,37.22699733,138.9528368,15370008
Niigata Prefecture,Hyoko Water Kinen Park,37.83674707,139.2369052,15370009
Niigata Prefecture,Tianchao Mountain Park,37.83744683,139.2272059,15370010
Niigata Prefecture,Shinano River Yasuragi Tsutsumi Green Space,37.9118456,139.040048,15370011
Niigata Prefecture,Mano Park,37.95448893,138.3470036,15370024
Niigata Prefecture,Cherry Blossom Row in Shine,37.7703839,139.2215695,15370029
Niigata Prefecture,Gozu Mountain Foothills Ikoi no Mori,37.82101006,139.3118297,15370030
Niigata Prefecture,Muramatsu Park,37.69259164,139.1882258,15370012
Niigata Prefecture,Akiba Park,37.78825052,139.1371957,15370013
Niigata Prefecture,Niigata Prefectural Toriya Nogata Park,37.8776393,139.0422594,15370014
Niigata Prefecture,Okozu Diverting Cherry Blossom Row,37.61557381,138.8407882,15370015
Niigata Prefecture,Yahiko Park (Early Bloom),37.69869471,138.8290254,15370016
Niigata Prefecture,Yahiko Park (late bloomer),37.69869471,138.8290254,15370017
Niigata Prefecture,Kyōzukayama Park,37.01407789,138.2539047,15370026
Niigata Prefecture,Kajikawa Embankment,37.98969182,139.3002628,15370027
Niigata Prefecture,Hakusan Park,37.91418532,139.0382981,15370028
Niigata Prefecture,Takada Castle Ruins Park,37.10967772,138.25671,15370019
Niigata Prefecture,Akasakayama Park,37.35863607,138.5418949,15370020
Niigata Prefecture,Yukyūyama Park,37.43077428,138.8814034,15370021
Niigata Prefecture,Miyama Park,37.02368998,137.859817,15370022
Niigata Prefecture,Niibo Dam,38.00666512,138.4485028,15370023
Toyama Prefecture,Cherry blossom avenue around Uchikawa,36.77844278,137.0909521,16370001
Toyama Prefecture,"Joganjigawa Park, Toyama Prefecture",36.69281529,137.2829401,16370002
Toyama Prefecture,Anjuji Park,36.60181808,136.8853173,16370004
Toyama Prefecture,Oyabe River Park Senbonzakura,36.55759263,136.8749602,16370017
Toyama Prefecture,"Toyobo Co., Ltd. Toyama Office, Shogawa Factory",36.73720646,137.0489775,16370018
Toyama Prefecture,Yakushoji Pond Park,36.70036105,137.0861661,16370019
Toyama Prefecture,Shimojo River Senbonzakura,36.72221896,137.1000939,16370020
Toyama Prefecture,Kenmin Park Taikoyama Land,36.69303215,137.1044549,16370021
Toyama Prefecture,Toyama City Folklore Village,36.70903191,137.1881872,16370022
Toyama Prefecture,Shogawa Water Memorial Park,36.57374299,136.9944395,16370023
Toyama Prefecture,Castle Site Park,36.69283404,137.211416,16370024
Toyama Prefecture,Asahi Funakawa Spring Quartet,36.93908345,137.5403474,16370025
Toyama Prefecture,Shiroyama Park,36.68158915,136.8622356,16370005
Toyama Prefecture,Banks cross river embankments,36.71193709,136.9304885,16370006
Toyama Prefecture,Takaoka Old Castle Park,36.74931472,137.023469,16370007
Toyama Prefecture,Asahiyama Park,36.85450276,136.9827076,16370008
Toyama Prefecture,Kurebayama Park,36.70890187,137.1853175,16370010
Toyama Prefecture,Josei Irrigation Promenade Park,36.61175434,137.304492,16370011
Toyama Prefecture,Miyano Sports Park,36.86654009,137.476316,16370012
Toyama Prefecture,Matsukawa Park,36.69446389,137.2126159,16370013
Toyama Prefecture,Shirogayama Park,36.5739054,137.133038,16370014
Toyama Prefecture,Toyama Prefectural Central Botanical Garden,36.66033701,137.18225,16370015
Ishikawa Prefecture,"Ishikawa Prefectural Comprehensive Research Center for Agriculture and Forestry, Forestry Experiment Station, Tree Park",36.43057213,136.6407355,17370001
Ishikawa Prefecture,Zongchi Temple Ancestral Courtyard,37.28697276,136.7686455,17370003
Ishikawa Prefecture,Noto Town Yanagida Botanical Park,37.33423412,137.1356528,17370013
Ishikawa Prefecture,"Kibo-no-Oka Park, Nanao City",37.03037408,136.9902889,17370015
Ishikawa Prefecture,Saigawa Green Space,36.56898725,136.6365295,17370017
Ishikawa Prefecture,Kumasaka River Banks,36.3044798,136.307749,17370004
Ishikawa Prefecture,Oenomiya Park,36.28619252,136.3518061,17370005
Ishikawa Prefecture,Lucheng Park,36.40945101,136.4476325,17370006
Ishikawa Prefecture,"Special Place of Scenic Beauty, Kenrokuen Garden",36.56197845,136.6624676,17370007
Ishikawa Prefecture,Utatsuyama Park,36.56898801,136.6801459,17370008
Ishikawa Prefecture,Komaruyama Castle Ruins Park,37.04576191,136.9601807,17370009
Ishikawa Prefecture,Ipponmatsu Park,37.39156403,136.909319,17370010
Ishikawa Prefecture,Kaga City Central Park,36.32159838,136.3312162,17370016
Ishikawa Prefecture,Cherry Blossom Row of Kahoku Lagoon: Mother's Love Highway,36.65983794,136.6601133,17370018
Ishikawa Prefecture,Noto Sakura Station (Noto-Kashima Station),37.18005646,136.8980096,17370011
Ishikawa Prefecture,Shio Sakura no Sato Kofun Park,36.85642964,136.8159913,17370012
Fukui Prefecture,Echizen Pottery Village,35.93651484,136.0607164,18370001
Fukui Prefecture,Lake Kuzuryu,35.87593335,136.749242,18370002
Fukui Prefecture,Manyo no Sato Ajimanoen,35.8853634,136.2376341,18370015
Fukui Prefecture,Asuwa River Cherry Blossom Avenue,36.06365378,136.2058385,18370017
Fukui Prefecture,Obama Park,35.49243663,135.733974,18370004
Fukui Prefecture,Kanegasaki Shrine (Kanegasaki Park),35.66448417,136.0740478,18370005
Fukui Prefecture,Nishiyama Park,35.95059546,136.1822557,18370007
Fukui Prefecture,Asuwayama Park,36.05107505,136.2019094,18370008
Fukui Prefecture,Katsuyama Benten Cherry Blossoms (Kuzuryu Riverside),36.05831943,136.4966046,18370009
Fukui Prefecture,Maruoka Castle (Kasumigajo Park),36.15234545,136.2721089,18370010
Fukui Prefecture,Kameyama Park,35.98681685,136.483689,18370011
Fukui Prefecture,Matsuoka Park,36.08931269,136.3009594,18370020
Fukui Prefecture,Cherry blossom avenue along the Yoshinose River,35.90548973,136.1507904,18370022
Fukui Prefecture,Kitagata Lakeside Park (Somei Yoshino),36.25830335,136.2282377,18370018
Fukui Prefecture,Hanakama Park,35.91917979,136.2382225,18370006
Gifu Prefecture,Cherry blossom avenue along Lake Oku-Yahagi,35.23684392,137.4485334,21370037
Gifu Prefecture,Sunomata Ichiya Castle Ruins & Saigawa Embankment,35.3670567,136.6875806,21370001
Gifu Prefecture,Teraogahara Senbonzakura Park,35.57191736,136.8347589,21370003
Gifu Prefecture,Hirata Park and the Okura River Cherry Blossom Row,35.26797655,136.6450487,21370004
Gifu Prefecture,Sekigawa Cherry Blossoms,35.4819384,136.9158263,21370005
Gifu Prefecture,Cherry Blossoms of the Yoshida River,35.48400837,136.9266153,21370006
Gifu Prefecture,Cherry blossoms at Seki Zenkoji Temple,35.48904762,136.9149061,21370007
Gifu Prefecture,Atago Park,35.75059053,136.9653699,21370009
Gifu Prefecture,Shiroyama Park,36.14002408,137.2632372,21370010
Gifu Prefecture,Along the Enago River,36.14635331,137.2579473,21370013
Gifu Prefecture,Miyagawa Ryokuchi Park,36.15388246,137.2553672,21370014
Gifu Prefecture,Around Nakabashi,36.140094,137.2593675,21370016
Gifu Prefecture,Kasuma Gorge,35.43154742,136.5514889,21370018
Gifu Prefecture,Living Environment Conservation Forest 'Mitake Forest',35.42198855,137.1297613,21370020
Gifu Prefecture,Nanshan Park,35.42199855,137.1296713,21370043
Gifu Prefecture,Cherry blossom row along the Shinsakaigawa embankment,35.39932593,136.8408464,21370039
Gifu Prefecture,Ibukiyama Driveway,35.37153205,136.4489702,21370042
Gifu Prefecture,Ena Gorge,35.48086709,137.4067756,21370024
Gifu Prefecture,Honcho Park,35.49601709,137.4996672,21370025
Gifu Prefecture,Naegi Sakura Park,35.51657463,137.4845175,21370026
Gifu Prefecture,Suidōzan,35.42500199,136.7728708,21370030
Gifu Prefecture,Gifu Park Nagara River Embankment,35.43826064,136.7769599,21370031
Gifu Prefecture,Retirement Park,35.28328325,136.5494859,21370032
Gifu Prefecture,Mount Tachigumi Kegonji Temple,35.5372471,136.6078794,21370033
Gifu Prefecture,Aikawa Waterfront Park,35.37314326,136.5280336,21370034
Gifu Prefecture,Within the grounds of Toshogu Shrine (formerly Shotai-ji),36.13416436,137.2435591,21370012
Gifu Prefecture,Kaba-no-ko,35.58509755,137.4988132,21370027
Shizuoka Prefecture,Sunpu Castle Park,34.9793178,138.3835476,22370002
Shizuoka Prefecture,Fuji Cemetery,35.36733546,138.9084361,22370026
Shizuoka Prefecture,Sakura no Sato,34.90726786,139.0908122,22370003
Shizuoka Prefecture,Kano River Sakura Park,35.04726018,138.9362286,22370027
Shizuoka Prefecture,Koganezaki Park,34.84179913,138.7629624,22370004
Shizuoka Prefecture,Akiba Dam Senbonzakura,34.97215889,137.8297839,22370005
Shizuoka Prefecture,Oguni Shrine,34.84508371,137.9000139,22370006
Shizuoka Prefecture,Otagawa Sakura Embankment,34.84250462,137.936181,22370007
Shizuoka Prefecture,Surugadara Nature Park,35.17239564,138.8700883,22370008
Shizuoka Prefecture,Awagatake,34.84186699,138.0684701,22370009
Shizuoka Prefecture,Hamatsu Flower Park,34.76186797,137.6344698,22370029
Shizuoka Prefecture,Kiya River Embankment,34.83199247,138.3213895,22370010
Shizuoka Prefecture,Taishiji Temple,35.28134903,138.5859469,22370012
Shizuoka Prefecture,Hamatsu Fruit Park Tokinosu,34.84009132,137.732788,22370031
Shizuoka Prefecture,Kawaramachi Old Embankment,34.83193955,138.1539734,22370033
Shizuoka Prefecture,Takamatsu Shrine,34.65378754,138.0929467,22370035
Shizuoka Prefecture,Along the Katsumata River,34.73867067,138.2194223,22370036
Shizuoka Prefecture,Cherry blossom avenue along the Naka River,34.7538991,138.7952238,22370037
Shizuoka Prefecture,Along the Chitose River,35.14053287,139.0888116,22370039
Shizuoka Prefecture,Sakurazuttsumi Promenade,35.1452592,138.9072664,22370043
Shizuoka Prefecture,Izu Kogen Cherry Blossom Avenue,34.88824013,139.1041719,22370013
Shizuoka Prefecture,Mishima Taisha,35.12129196,138.9190266,22370015
Shizuoka Prefecture,Gotenyama,35.12120651,138.6063825,22370017
Shizuoka Prefecture,Shizuoka Sengen Shrine,34.98332723,138.375808,22370018
Shizuoka Prefecture,Ieyama Sakura Tunnel,34.93260744,138.0772452,22370020
Shizuoka Prefecture,Mount Fado,34.73571673,137.9757327,22370022
Shizuoka Prefecture,Hamamatsu Castle Park,34.71188491,137.7254346,22370023
Shizuoka Prefecture,Okuyama Park,34.84735853,137.6176273,22370025
Shizuoka Prefecture,Fuji Buddha Relic Pagoda Peace Park,35.2864978,138.9526731,22370024
Shizuoka Prefecture,Tobayama Park,34.85803068,137.8058311,22370021
Shizuoka Prefecture,Kagan Mountain,35.09219435,138.8772314,22370016
Shizuoka Prefecture,Rengeji Pond Park,34.87434677,138.2544331,22370028
Shizuoka Prefecture,Fujieda Kinpira Mountain,34.86589752,138.2458142,22370019
Shizuoka Prefecture,Around Funaake Dam,34.88901749,137.8130291,22370044
Shizuoka Prefecture,Japanese Plateau,34.98071907,138.4647908,22370014
Mie Prefecture,Kimigano Dam Park,34.59884244,136.3193465,24370001
Mie Prefecture,Otaki Gorge Nature Park,34.35032045,136.4014512,24370002
Mie Prefecture,Nabeta River Embankment Cherry Blossom Row,35.08211821,136.7467488,24370005
Mie Prefecture,Kameyama Park,34.85663715,136.4504238,24370014
Mie Prefecture,Toba Castle Ruins Shiroyama Park,34.48232406,136.8436384,24370017
Mie Prefecture,Yunoyama Onsen,35.01538011,136.4469368,24370006
Mie Prefecture,Matsusaka Castle Ruins (Matsusaka Park),34.57557853,136.5255305,24370007
Mie Prefecture,Tsukairaku Park,34.73179149,136.5065249,24370009
Mie Prefecture,Tamaru Castle Ruins,34.49079944,136.6310456,24370010
Mie Prefecture,Miyagawa Embankment,34.49558989,136.6860408,24370011
Mie Prefecture,Ueno Park,34.77038076,136.1285445,24370013
Mie Prefecture,Miya River Watarai Park,34.43141576,136.6291385,24370003
Osaka Prefecture,Eiraku Dam / Around Eiraku Dam,34.37238013,135.3730356,27370014
Osaka Prefecture,Oiseki Park,34.37384945,135.343318,27370001
Osaka Prefecture,Hongchuanji Temple,34.47471411,135.6550374,27370016
Osaka Prefecture,Around Kishiwada Castle,34.45905081,135.3704818,27370017
Osaka Prefecture,"Katsuo-ji Temple, Temple of Fortune",34.86584941,135.491123,27370021
Osaka Prefecture,Satsukiyama Park,34.82944218,135.42672,27370008
Osaka Prefecture,Nenposhinkyo Head Temple: Kongō-ji Temple,34.71414693,135.5650539,27370024
Osaka Prefecture,Osaka Diamond District,34.69949732,135.4979501,27370025
Osaka Prefecture,Settsukyo Park,34.87504013,135.5885045,27370002
Osaka Prefecture,Expo '' Commemorative Park,34.80993615,135.534832,27370004
Osaka Prefecture,Biantian Sect Mingying Temple,34.8253748,135.5516799,27370005
Osaka Prefecture,Osaka Castle Park,34.68697916,135.5262983,27370007
Osaka Prefecture,Sayamaike Park,34.50613887,135.5476649,27370023
Osaka Prefecture,Hoshida Myoken Shrine (Myoken Riverside),34.75950406,135.6783424,27370009
Osaka Prefecture,Chi Kwong Court,34.43944372,135.4165688,27370010
Osaka Prefecture,Daisen Park,34.55908207,135.4824279,27370011
Osaka Prefecture,Kurotoriyama Park,34.48663916,135.4447543,27370012
Osaka Prefecture,Cherry Blossoms in Yamanaka Gorge,34.3259333,135.2701362,27370013
Osaka Prefecture,Osaka Prefectural Chikatsu Asuka Museum,34.50313087,135.643787,27370022
Osaka Prefecture,Head Temple: Shitennoji Temple,34.65388252,135.5163307,27370019
Osaka Prefecture,Keba Sakuranomiya Park,34.69530819,135.5218783,27370006
Osaka Prefecture,Former Ibaraki River Green Space,34.81918578,135.5698086,27370015
Osaka Prefecture,Hirakata Park,34.80682832,135.6399934,27370003
Shiga Prefecture,Kongolun-ji,35.16124165,136.2829537,25370002
Shiga Prefecture,Koto Sanzan Saimeiji Temple,35.18379925,136.2840725,25370003
Shiga Prefecture,"""National Historic Site"" Shakayama Hyakusai-ji Temple (Koto Sanzan)",35.12692541,136.2885948,25370004
Shiga Prefecture,Shiga Prefectural Omi Fuji Flower Green Park,35.05167923,136.0460584,25370018
Shiga Prefecture,Kojoyama (Minakuchi Okayama Castle Ruins),34.96917044,136.1826308,25370025
Shiga Prefecture,Nigori Pond Nature Park,35.0037657,136.1234442,25370027
Shiga Prefecture,Yushan Cultural Sports Park,35.00427425,136.0432808,25370028
Shiga Prefecture,Nogawa Cherry Blossoms,34.89222877,136.1884139,25370029
Shiga Prefecture,Ayukawa Senbonzakura (Ugui River),34.95543464,136.3391485,25370030
Shiga Prefecture,Juraku no Sato,34.98832624,136.0595102,25370031
Shiga Prefecture,Awakening well trout farm,35.29978781,136.3392826,25370008
Shiga Prefecture,National Treasure - Hikone Castle,35.2763088,136.2522309,25370009
Shiga Prefecture,Sekiyama-dera,34.96050653,135.9058342,25370011
Shiga Prefecture,Kaizu Osaki,35.46385573,136.0796366,25370012
Shiga Prefecture,Biwako Valley,35.20279064,135.9074929,25370013
Shiga Prefecture,Miidera (Onjoji Temple),35.01335995,135.8528362,25370014
Shiga Prefecture,Yutaka Park (Nagahama Castle),35.37721817,136.2612855,25370015
Shiga Prefecture,Nango Fisheries Center,34.9393289,135.9121147,25370016
Shiga Prefecture,Enmei Park,35.11398512,136.1924034,25370019
Shiga Prefecture,Windmill Street,35.35020769,136.0684728,25370023
Shiga Prefecture,Eigenji Dam (Dam Surrounding Road),35.07494176,136.3338134,25370022
Shiga Prefecture,Near Iwagami Bridge along the Yasu River,34.95791189,136.1967202,25370026
Shiga Prefecture,Seirakuji Tokugen-in,35.34541379,136.3882764,25370006
Shiga Prefecture,Tiger Imperial Front Mountain,35.43281221,136.260463,25370007
Kyoto Prefecture,Jizo Zen-in,34.80393176,135.8192286,26370001
Kyoto Prefecture,Tamagawa Cherry Blossoms,34.79845218,135.8094297,26370002
Kyoto Prefecture,Kyoraku Park,35.47582196,135.3649054,26370038
Kyoto Prefecture,Fung Kong Garden,35.59853395,135.085013,26370039
Kyoto Prefecture,"Cherry blossoms at Hachijogaike, Nagaoka Tenmangu Shrine",34.92291676,135.688814,26370045
Kyoto Prefecture,Yoshimineji Temple,34.93806437,135.644567,26370005
Kyoto Prefecture,Nison-in,35.02114589,135.6681612,26370046
Kyoto Prefecture,Yodogawa Riverside Park Sewariti District,34.89035045,135.7005545,26370006
Kyoto Prefecture,Waragi no Michi (along the Nanatani River),35.04549181,135.5833671,26370007
Kyoto Prefecture,Muko Shrine,34.94415464,135.6973223,26370040
Kyoto Prefecture,Wachi Wild Grass Forest,35.26551503,135.3980024,26370043
Kyoto Prefecture,Dharma Vajra Institute,35.01873698,135.7157473,26370044
Kyoto Prefecture,Kyoto Prefectural Kansai Culture and Research City Memorial Park (Keihanna Memorial Park),34.74573722,135.775275,26370049
Kyoto Prefecture,Kamo Betsurai Shrine (Kamigamo Shrine),35.05847338,135.7526924,26370052
Kyoto Prefecture,Kyoto Prefecture - Greening Center,35.33929881,134.9211986,26370053
Kyoto Prefecture,Mount Kounosu,34.85579581,135.7957782,26370055
Kyoto Prefecture,Ouchi Pass Ichijikan Park,35.56493843,135.1361503,26370059
Kyoto Prefecture,Banrye Park,35.57143801,135.1518487,26370060
Kyoto Prefecture,Uji City Botanical Park,34.87117417,135.7961774,26370062
Kyoto Prefecture,Former Imperial Villa Nijo Castle (Seiryuen),35.01490798,135.7496947,26370063
Kyoto Prefecture,Byodoin,34.88929243,135.8076857,26370064
Kyoto Prefecture,Former Saga Imperial Palace Head Temple Daikakuji (Osawa Pond area),35.02823535,135.6803898,26370065
Kyoto Prefecture,Mazaka River Cherry Blossom Row,34.82018927,135.7762714,26370066
Kyoto Prefecture,Daigo-ji Temple,34.95148599,135.8195918,26370008
Kyoto Prefecture,Bishamondo,35.00148063,135.8188396,26370009
Kyoto Prefecture,Kanjuji Temple,34.96162469,135.8072624,26370010
Kyoto Prefecture,Kiyomizu-dera,34.99504072,135.7847027,26370011
Kyoto Prefecture,Heian Shrine Garden,35.01608843,135.7824619,26370012
Kyoto Prefecture,Kyoto Prefectural Botanical Garden,35.04910454,135.7617721,26370013
Kyoto Prefecture,Omuro (Ninna-ji),35.02975576,135.713527,26370015
Kyoto Prefecture,Arashiyama,35.01203704,135.6783107,26370017
Kyoto Prefecture,Iwashimizu Hachimangu Shrine,34.87966158,135.700045,26370020
Kyoto Prefecture,Upstream of Uji Bridge,34.88910248,135.8095455,26370021
Kyoto Prefecture,The Path of Philosophy,35.02481774,135.7963404,26370023
Kyoto Prefecture,Maruyama Park,35.00363972,135.7802727,26370026
Kyoto Prefecture,Long'an Temple,35.03429536,135.7182164,26370028
Kyoto Prefecture,Tenryū-ji Temple,35.01576657,135.6740109,26370030
Kyoto Prefecture,Yamashina Canal,34.9947815,135.8276891,26370031
Kyoto Prefecture,Jodo Sect Head Temple Chion-in,35.00482964,135.7830224,26370047
Kyoto Prefecture,Former Imperial Villa Nijo Castle (Cherry Blossom Orchard),35.0127182,135.7484349,26370033
Kyoto Prefecture,Yamashiro General Sports Park,34.8695745,135.8052168,26370048
Kyoto Prefecture,Kiyamachi Street,35.00077984,135.7694537,26370061
Kyoto Prefecture,Kasagiyama Nature Park (along the Kizu River),34.75874863,135.935611,26370034
Kyoto Prefecture,Fukuchiyama Castle,35.296817,135.1296932,26370035
Kyoto Prefecture,Kasamatsu Park,35.58684712,135.1953144,26370036
Kyoto Prefecture,Sandanike Park,35.3110156,135.136642,26370050
Kyoto Prefecture,Kizugawa Bank,34.7589986,135.9352611,26370057
Kyoto Prefecture,The remains of the Sanzen-in gate,35.11970825,135.8344228,26370025
Kyoto Prefecture,Former Saga Imperial Palace Daikaku-ji Temple (Main Temple Area),35.02799533,135.67797,26370051
Kyoto Prefecture,Kokuzoya River,34.84061646,135.7404835,26370056
Kyoto Prefecture,Around Yase,35.06582356,135.8085275,26370014
