place_code,date,mankai_date,kaika_date,meter,ft,tavg,tmin,tmax,tavg_f,tmin_f,tmax_f,prcp,pcp_in
12370012,2/21/24,4/2/24,3/26/24,45,13.716,8.7,7,12,47.66,44.6,53.6,2.2,0.08661422
12370013,2/21/24,4/3/24,3/26/24,41,12.4968,8.7,7,12,47.66,44.6,53.6,2.2,0.08661422
12370014,2/21/24,4/6/24,3/28/24,35,10.668,11.2,8.5,13.8,52.16,47.3,56.84,13,0.5118113
12370015,2/21/24,4/3/24,3/26/24,46,14.0208,8.7,7,12,47.66,44.6,53.6,2.2,0.08661422
12370016,2/21/24,4/3/24,3/27/24,45,13.716,8.7,7,12,47.66,44.6,53.6,2.2,0.08661422
12370017,2/21/24,4/3/24,3/27/24,36,10.9728,10.4,8,12.9,50.72,46.4,55.22,5.4,0.21259854
12370025,2/21/24,4/2/24,3/26/24,45,13.716,9.8,8.5,12,49.64,47.3,53.6,3.8,0.14960638
12370019,2/21/24,4/4/24,3/28/24,33,10.0584,9.8,8.5,12,49.64,47.3,53.6,3.8,0.14960638
12370020,2/21/24,3/31/24,3/24/24,47,14.3256,8.4,7,11.8,47.12,44.6,53.24,3.3,0.12992133
12370010,2/21/24,4/5/24,3/21/24,49,14.9352,10.4,8,12.9,50.72,46.4,55.22,5.4,0.21259854
12370004,2/21/24,4/3/24,3/27/24,45,13.716,8.7,7,12,47.66,44.6,53.6,2.2,0.08661422
12370008,2/21/24,4/7/24,3/30/24,41,12.4968,8.7,7,12,47.66,44.6,53.6,2.2,0.08661422
14370016,2/21/24,4/3/24,3/27/24,34,10.3632,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370001,2/21/24,4/4/24,3/26/24,43,13.1064,8.9,8,12.2,48.02,46.4,53.96,10.2,0.40157502
14370003,2/21/24,3/31/24,3/24/24,48,14.6304,8.9,8,12.2,48.02,46.4,53.96,10.2,0.40157502
14370004,2/21/24,4/2/24,3/25/24,43,13.1064,9.1,7.8,12.2,48.38,46.04,53.96,10.2,0.40157502
14370006,2/21/24,4/2/24,3/26/24,42,12.8016,9.1,7.8,12.2,48.38,46.04,53.96,10.2,0.40157502
14370019,2/21/24,4/4/24,3/27/24,34,10.3632,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370020,2/21/24,4/3/24,3/25/24,43,13.1064,9.1,7.8,12.2,48.38,46.04,53.96,10.2,0.40157502
14370021,2/21/24,4/6/24,3/30/24,47,14.3256,11.6,9.6,14,52.88,49.28,57.2,22.3,0.87795323
14370022,2/21/24,4/4/24,3/28/24,45,13.716,8.9,8,12.2,48.02,46.4,53.96,10.2,0.40157502
14370024,2/21/24,4/7/24,3/27/24,46,14.0208,10.6,9.2,13.2,51.08,48.56,55.76,21.3,0.83858313
14370025,2/21/24,4/5/24,3/28/24,32,9.7536,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370026,2/21/24,4/5/24,3/28/24,35,10.668,9.5,8,12.5,49.1,46.4,54.5,9.3,0.36614193
14370028,2/21/24,4/2/24,3/25/24,46,14.0208,8.9,8,12.2,48.02,46.4,53.96,10.2,0.40157502
14370029,2/21/24,4/5/24,3/27/24,34,10.3632,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370030,2/21/24,4/8/24,4/1/24,44,13.4112,11.6,9.6,14,52.88,49.28,57.2,22.3,0.87795323
14370031,2/21/24,4/13/24,4/4/24,44,13.4112,11.6,9.6,14,52.88,49.28,57.2,22.3,0.87795323
14370032,2/21/24,4/1/24,3/22/24,48,14.6304,8.7,7.8,11.4,47.66,46.04,52.52,4.3,0.16929143
14370008,2/21/24,4/2/24,3/25/24,43,13.1064,10.6,9.2,13.2,51.08,48.56,55.76,21.3,0.83858313
14370009,2/21/24,4/5/24,3/29/24,34,10.3632,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370010,2/21/24,4/4/24,3/28/24,31,9.4488,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370011,2/21/24,4/3/24,3/26/24,34,10.3632,10.7,8,13.7,51.26,46.4,56.66,11.6,0.45669316
14370015,2/21/24,4/1/24,3/25/24,47,14.3256,11.2,9.9,12.7,52.16,49.82,54.86,23.6,0.92913436
14370012,2/21/24,4/1/24,3/26/24,46,14.0208,10.6,9.2,13.2,51.08,48.56,55.76,21.3,0.83858313
14370014,2/21/24,4/17/24,4/9/24,37,11.2776,11.2,9.9,12.7,52.16,49.82,54.86,23.6,0.92913436
14370018,2/21/24,4/3/24,3/28/24,40,12.192,9.1,7.8,12.2,48.38,46.04,53.96,10.2,0.40157502
14370005,2/21/24,4/2/24,3/25/24,43,13.1064,9.1,7.8,12.2,48.38,46.04,53.96,10.2,0.40157502
19370001,2/21/24,3/31/24,3/23/24,52,15.8496,8.9,7.3,9.8,48.02,45.14,49.64,11.4,0.44881914
19370002,2/21/24,4/4/24,3/27/24,45,13.716,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370003,2/21/24,3/30/24,3/24/24,47,14.3256,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370017,2/21/24,3/31/24,3/27/24,46,14.0208,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370004,2/21/24,3/28/24,3/22/24,46,14.0208,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370005,2/21/24,4/15/24,4/11/24,32,9.7536,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370006,2/21/24,4/13/24,4/7/24,39,11.8872,8.9,7.3,9.8,48.02,45.14,49.64,11.4,0.44881914
19370009,2/21/24,3/31/24,3/25/24,49,14.9352,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370020,2/21/24,3/30/24,3/25/24,47,14.3256,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370021,2/21/24,4/10/24,4/4/24,43,13.1064,8.9,7.3,9.8,48.02,45.14,49.64,11.4,0.44881914
19370010,2/21/24,4/4/24,3/27/24,47,14.3256,8.9,7.3,9.8,48.02,45.14,49.64,11.4,0.44881914
19370011,2/21/24,4/9/24,4/4/24,40,12.192,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370012,2/21/24,3/29/24,3/22/24,47,14.3256,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370013,2/21/24,4/13/24,4/7/24,39,11.8872,8.9,7.3,9.8,48.02,45.14,49.64,11.4,0.44881914
19370014,2/21/24,3/29/24,3/23/24,47,14.3256,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
19370016,2/21/24,3/30/24,3/24/24,48,14.6304,11.8,10.2,14.7,53.24,50.36,58.46,4.1,0.16141741
20370003,2/21/24,4/18/24,4/13/24,33,10.0584,10.7,6.4,15.3,51.26,43.52,59.54,5.2,0.20472452
20370004,2/21/24,4/15/24,4/10/24,32,9.7536,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370007,2/21/24,4/12/24,4/7/24,37,11.2776,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
20370039,2/21/24,4/14/24,4/9/24,36,10.9728,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370044,2/21/24,4/29/24,4/22/24,29,8.8392,3.8,2.8,4.8,38.84,37.04,40.64,5.2,0.20472452
20370041,2/21/24,4/11/24,4/7/24,36,10.9728,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370045,2/21/24,4/18/24,4/13/24,35,10.668,3.8,2.8,4.8,38.84,37.04,40.64,5.2,0.20472452
20370010,2/21/24,4/15/24,4/10/24,36,10.9728,3.8,2.8,4.8,38.84,37.04,40.64,5.2,0.20472452
20370011,2/21/24,4/8/24,4/2/24,37,11.2776,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370012,2/21/24,4/12/24,4/7/24,32,9.7536,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370013,2/21/24,4/12/24,4/7/24,36,10.9728,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370014,2/21/24,4/11/24,4/6/24,36,10.9728,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370015,2/21/24,4/18/24,4/13/24,32,9.7536,3.8,2.8,4.8,38.84,37.04,40.64,5.2,0.20472452
20370016,2/21/24,4/18/24,4/13/24,32,9.7536,3.8,2.8,4.8,38.84,37.04,40.64,5.2,0.20472452
20370017,2/21/24,4/20/24,4/15/24,27,8.2296,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370018,2/21/24,4/10/24,4/4/24,38,11.5824,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370019,2/21/24,4/12/24,4/7/24,35,10.668,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370020,2/21/24,4/20/24,4/15/24,32,9.7536,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370021,2/21/24,4/15/24,4/9/24,36,10.9728,10.7,6.4,15.3,51.26,43.52,59.54,5.2,0.20472452
20370022,2/21/24,4/13/24,4/6/24,37,11.2776,10.7,6.4,15.3,51.26,43.52,59.54,5.2,0.20472452
20370023,2/21/24,4/16/24,4/10/24,36,10.9728,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370025,2/21/24,4/19/24,4/12/24,34,10.3632,3.1,6.4,5.3,37.58,43.52,41.54,19.1,0.75196891
20370026,2/21/24,4/9/24,4/5/24,37,11.2776,4.8,2.9,7.2,40.64,37.22,44.96,9.3,0.36614193
20370027,2/21/24,4/11/24,4/6/24,36,10.9728,5.2,3,10.1,41.36,37.4,50.18,8.4,0.33070884
20370037,2/21/24,4/18/24,4/13/24,30,9.144,2.5,2.8,4.2,36.5,37.04,39.56,17,0.6692917
20370038,2/21/24,4/14/24,4/7/24,37,11.2776,10.7,6.4,15.3,51.26,43.52,59.54,5.2,0.20472452
20370031,2/21/24,4/2/24,3/26/24,48,14.6304,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
20370033,2/21/24,4/11/24,4/4/24,38,11.5824,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
20370006,2/21/24,4/11/24,4/5/24,39,11.8872,10.7,6.4,15.3,51.26,43.52,59.54,5.2,0.20472452
20370030,2/21/24,4/16/24,4/10/24,33,10.0584,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
23370019,2/21/24,3/31/24,3/23/24,42,12.8016,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370003,2/21/24,4/1/24,3/25/24,42,12.8016,10.6,7.7,13.8,51.08,45.86,56.84,9.8,0.38582698
23370006,2/21/24,3/29/24,3/22/24,43,13.1064,11.5,11,13,52.7,51.8,55.4,13.6,0.53543336
23370007,2/21/24,3/31/24,3/23/24,44,13.4112,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
23370008,2/21/24,4/1/24,3/27/24,42,12.8016,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
23370011,2/21/24,4/1/24,3/24/24,40,12.192,10.6,7.7,13.8,51.08,45.86,56.84,9.8,0.38582698
23370020,2/21/24,4/2/24,3/26/24,45,13.716,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370023,2/21/24,3/31/24,3/23/24,45,13.716,13.6,11.1,15.3,56.48,51.98,59.54,12.7,0.50000027
23370025,2/21/24,4/7/24,3/30/24,36,10.9728,10.7,9.1,12.3,51.26,48.38,54.14,9.8,0.38582698
23370027,2/21/24,4/2/24,3/26/24,44,13.4112,10.6,7.7,13.8,51.08,45.86,56.84,9.8,0.38582698
23370028,2/21/24,3/31/24,3/24/24,41,12.4968,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370030,2/21/24,4/2/24,3/25/24,42,12.8016,10.6,7.7,13.8,51.08,45.86,56.84,9.8,0.38582698
23370034,2/21/24,4/1/24,3/25/24,47,14.3256,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370035,2/21/24,3/31/24,3/24/24,43,13.1064,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
23370037,2/21/24,3/31/24,3/23/24,43,13.1064,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370038,2/21/24,3/31/24,3/23/24,41,12.4968,11.5,11,13,52.7,51.8,55.4,13.6,0.53543336
23370039,2/21/24,3/29/24,3/21/24,45,13.716,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370041,2/21/24,3/31/24,3/22/24,44,13.4112,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370013,2/21/24,3/31/24,3/22/24,51,15.5448,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370014,2/21/24,4/2/24,3/25/24,46,14.0208,10.7,9.1,12.3,51.26,48.38,54.14,9.8,0.38582698
23370016,2/21/24,3/29/24,3/22/24,45,13.716,10.8,7.8,12.9,51.44,46.04,55.22,22.6,0.88976426
23370017,2/21/24,3/31/24,3/23/24,47,14.3256,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
23370018,2/21/24,3/31/24,3/24/24,49,14.9352,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
23370032,2/21/24,3/31/24,3/23/24,42,12.8016,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370036,2/21/24,4/16/24,3/22/24,51,15.5448,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370010,2/21/24,4/3/24,3/26/24,48,14.6304,11.5,8.5,14.7,52.7,47.3,58.46,12.7,0.50000027
23370015,2/21/24,3/31/24,3/24/24,47,14.3256,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
15370002,2/21/24,4/11/24,4/7/24,36,10.9728,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370004,2/21/24,4/14/24,4/8/24,34,10.3632,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370005,2/21/24,4/12/24,4/7/24,34,10.3632,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370006,2/21/24,4/21/24,4/14/24,32,9.7536,,,,32,32,32,,0
15370007,2/21/24,4/21/24,4/15/24,28,8.5344,,,,32,32,32,,0
15370008,2/21/24,4/20/24,4/15/24,27,8.2296,,,,32,32,32,,0
15370009,2/21/24,4/13/24,4/9/24,37,11.2776,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370010,2/21/24,4/12/24,4/7/24,38,11.5824,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370011,2/21/24,4/11/24,4/7/24,34,10.3632,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370024,2/21/24,4/14/24,4/9/24,36,10.9728,2.2,3.2,4.6,35.96,37.76,40.28,18,0.7086618
15370029,2/21/24,4/13/24,4/6/24,39,11.8872,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370030,2/21/24,4/11/24,4/5/24,49,14.9352,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370012,2/21/24,4/12/24,4/7/24,38,11.5824,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370013,2/21/24,4/12/24,4/8/24,37,11.2776,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370014,2/21/24,4/11/24,4/6/24,36,10.9728,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370015,2/21/24,4/13/24,4/6/24,35,10.668,,,,32,32,32,,0
15370016,2/21/24,4/10/24,4/4/24,37,11.2776,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370017,2/21/24,4/22/24,4/15/24,28,8.5344,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370026,2/21/24,4/12/24,4/8/24,34,10.3632,2.5,2.8,4.2,36.5,37.04,39.56,17,0.6692917
15370027,2/21/24,4/13/24,4/8/24,34,10.3632,3.4,2,5,38.12,35.6,41,20.4,0.80315004
15370028,2/21/24,4/11/24,4/7/24,34,10.3632,3.2,2.9,3.9,37.76,37.22,39.02,20.5,0.80708705
15370019,2/21/24,4/9/24,4/4/24,36,10.9728,2.5,2.8,4.2,36.5,37.04,39.56,17,0.6692917
15370020,2/21/24,4/15/24,4/9/24,33,10.0584,,,,32,32,32,,0
15370021,2/21/24,4/14/24,4/10/24,32,9.7536,,,,32,32,32,,0
15370022,2/21/24,4/13/24,4/8/24,34,10.3632,,,,32,32,32,,0
15370023,2/21/24,4/18/24,4/12/24,33,10.0584,2.2,3.2,4.6,35.96,37.76,40.28,18,0.7086618
16370001,2/21/24,4/7/24,4/2/24,40,12.192,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370002,2/21/24,4/5/24,3/31/24,41,12.4968,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370004,2/21/24,4/15/24,4/8/24,36,10.9728,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
16370017,2/21/24,4/9/24,4/3/24,42,12.8016,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
16370018,2/21/24,4/6/24,4/1/24,35,10.668,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370019,2/21/24,4/7/24,4/2/24,40,12.192,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370020,2/21/24,4/7/24,4/2/24,40,12.192,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370021,2/21/24,4/7/24,4/2/24,38,11.5824,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370022,2/21/24,4/7/24,4/1/24,39,11.8872,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370023,2/21/24,4/7/24,4/1/24,44,13.4112,5.2,4,6.3,41.36,39.2,43.34,25.6,1.00787456
16370024,2/21/24,4/4/24,3/28/24,43,13.1064,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370025,2/21/24,4/6/24,4/1/24,40,12.192,,,,32,32,32,,0
16370005,2/21/24,4/9/24,4/4/24,38,11.5824,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370006,2/21/24,4/8/24,4/3/24,38,11.5824,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370007,2/21/24,4/6/24,3/31/24,36,10.9728,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370008,2/21/24,4/10/24,4/4/24,37,11.2776,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
16370010,2/21/24,4/7/24,4/2/24,39,11.8872,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370011,2/21/24,4/4/24,3/30/24,45,13.716,5.2,4,6.3,41.36,39.2,43.34,25.6,1.00787456
16370012,2/21/24,4/6/24,4/1/24,42,12.8016,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370013,2/21/24,4/4/24,3/28/24,43,13.1064,4.9,5.4,6,40.82,41.72,42.8,49,1.9291349
16370014,2/21/24,4/10/24,4/5/24,37,11.2776,5.2,4,6.3,41.36,39.2,43.34,25.6,1.00787456
16370015,2/21/24,4/6/24,3/30/24,41,12.4968,5.2,4,6.3,41.36,39.2,43.34,25.6,1.00787456
17370001,2/21/24,4/11/24,4/7/24,36,10.9728,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
17370003,2/21/24,4/11/24,4/6/24,36,10.9728,4.6,3.1,5.5,40.28,37.58,41.9,21.1,0.83070911
17370013,2/21/24,4/15/24,4/10/24,35,10.668,4.6,3.1,5.5,40.28,37.58,41.9,21.1,0.83070911
17370015,2/21/24,4/9/24,4/4/24,38,11.5824,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
17370017,2/21/24,4/6/24,4/1/24,39,11.8872,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
17370004,2/21/24,4/6/24,4/1/24,43,13.1064,5.9,5,7,42.62,41,44.6,25.6,1.00787456
17370005,2/21/24,4/7/24,4/2/24,42,12.8016,5.9,5,7,42.62,41,44.6,25.6,1.00787456
17370006,2/21/24,4/7/24,4/1/24,43,13.1064,5.9,5,7,42.62,41,44.6,25.6,1.00787456
17370007,2/21/24,4/7/24,4/2/24,38,11.5824,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
17370008,2/21/24,4/8/24,4/4/24,37,11.2776,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
17370009,2/21/24,4/10/24,4/5/24,37,11.2776,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
17370010,2/21/24,4/11/24,4/6/24,37,11.2776,4.6,3.1,5.5,40.28,37.58,41.9,21.1,0.83070911
17370016,2/21/24,4/7/24,4/2/24,42,12.8016,5.9,5,7,42.62,41,44.6,25.6,1.00787456
17370018,2/21/24,4/7/24,4/2/24,40,12.192,5.8,5.3,6.5,42.44,41.54,43.7,22.2,0.87401622
17370011,2/21/24,4/12/24,4/7/24,36,10.9728,4.6,3.1,5.5,40.28,37.58,41.9,21.1,0.83070911
17370012,2/21/24,4/10/24,4/4/24,38,11.5824,5.4,4.7,6.3,41.72,40.46,43.34,22.1,0.87007921
18370001,2/21/24,4/13/24,4/7/24,29,8.8392,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370002,2/21/24,4/24/24,4/18/24,28,8.5344,,,,32,32,32,,0
18370015,2/21/24,4/4/24,3/29/24,46,14.0208,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370017,2/21/24,4/4/24,3/30/24,41,12.4968,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370004,2/21/24,4/6/24,4/1/24,38,11.5824,8.4,6.2,9.8,47.12,43.16,49.64,15,0.5905515
18370005,2/21/24,4/7/24,3/31/24,35,10.668,8.4,6.2,9.8,47.12,43.16,49.64,15,0.5905515
18370007,2/21/24,4/4/24,3/30/24,40,12.192,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370008,2/21/24,4/4/24,3/31/24,40,12.192,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370009,2/21/24,4/9/24,4/3/24,38,11.5824,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370010,2/21/24,4/5/24,3/30/24,42,12.8016,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370011,2/21/24,4/9/24,4/4/24,38,11.5824,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370020,2/21/24,4/5/24,3/29/24,43,13.1064,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370022,2/21/24,4/3/24,3/30/24,44,13.4112,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
18370018,2/21/24,4/10/24,4/2/24,41,12.4968,5.9,5,7,42.62,41,44.6,25.6,1.00787456
18370006,2/21/24,4/4/24,3/31/24,41,12.4968,6.1,3.9,7.8,42.98,39.02,46.04,31,1.2204731
21370037,2/21/24,4/5/24,3/30/24,44,13.4112,,,,32,32,32,,0
21370001,2/21/24,3/31/24,3/25/24,43,13.1064,10.8,7.8,12.9,51.44,46.04,55.22,22.6,0.88976426
21370003,2/21/24,4/5/24,3/31/24,40,12.192,10.8,7.8,12.9,51.44,46.04,55.22,22.6,0.88976426
21370004,2/21/24,4/3/24,3/26/24,41,12.4968,10.8,7.8,12.9,51.44,46.04,55.22,22.6,0.88976426
21370005,2/21/24,3/31/24,3/25/24,46,14.0208,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370006,2/21/24,3/31/24,3/24/24,46,14.0208,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370007,2/21/24,3/31/24,3/24/24,47,14.3256,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370009,2/21/24,4/4/24,3/28/24,44,13.4112,,,,32,32,32,,0
21370010,2/21/24,4/17/24,4/12/24,31,9.4488,4.6,2.1,7.4,40.28,35.78,45.32,23.9,0.94094539
21370013,2/21/24,4/14/24,4/9/24,34,10.3632,4.6,2.1,7.4,40.28,35.78,45.32,23.9,0.94094539
21370014,2/21/24,4/15/24,4/10/24,32,9.7536,4.6,2.1,7.4,40.28,35.78,45.32,23.9,0.94094539
21370016,2/21/24,4/15/24,4/10/24,33,10.0584,4.6,2.1,7.4,40.28,35.78,45.32,23.9,0.94094539
21370018,2/21/24,3/31/24,3/24/24,47,14.3256,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370020,2/21/24,4/3/24,3/28/24,42,12.8016,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370043,2/21/24,4/2/24,3/26/24,45,13.716,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370039,2/21/24,3/31/24,3/24/24,42,12.8016,10.9,7.9,13.2,51.62,46.22,55.76,12,0.4724412
21370042,2/21/24,4/6/24,4/1/24,39,11.8872,,,,32,32,32,,0
21370024,2/21/24,4/3/24,3/28/24,45,13.716,,,,32,32,32,,0
21370025,2/21/24,3/31/24,3/25/24,47,14.3256,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
21370026,2/21/24,4/4/24,3/27/24,46,14.0208,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
21370030,2/21/24,4/1/24,3/25/24,43,13.1064,10.8,7.8,12.9,51.44,46.04,55.22,22.6,0.88976426
21370031,2/21/24,3/31/24,3/25/24,42,12.8016,10.8,7.8,12.9,51.44,46.04,55.22,22.6,0.88976426
21370032,2/21/24,3/31/24,3/25/24,40,12.192,8.4,6,9.2,47.12,42.8,48.56,16.5,0.64960665
21370033,2/21/24,4/3/24,3/28/24,42,12.8016,,,,32,32,32,,0
21370034,2/21/24,4/3/24,3/27/24,41,12.4968,8.4,6,9.2,47.12,42.8,48.56,16.5,0.64960665
21370012,2/21/24,4/16/24,4/10/24,32,9.7536,4.6,2.1,7.4,40.28,35.78,45.32,23.9,0.94094539
21370027,2/21/24,4/7/24,4/1/24,42,12.8016,12.3,9.6,14.5,54.14,49.28,58.1,26,1.0236226
22370002,2/21/24,4/6/24,3/28/24,31,9.4488,12.9,11.7,14.9,55.22,53.06,58.82,20.6,0.81102406
22370026,2/21/24,4/8/24,4/4/24,40,12.192,11.2,9.9,12.7,52.16,49.82,54.86,23.6,0.92913436
22370003,2/21/24,4/3/24,3/27/24,40,12.192,10.6,9.2,13.2,51.08,48.56,55.76,21.3,0.83858313
22370027,2/21/24,4/5/24,3/28/24,35,10.668,11.6,9.6,14,52.88,49.28,57.2,22.3,0.87795323
22370004,2/21/24,4/2/24,3/24/24,45,13.716,14,12.7,15.4,57.2,54.86,59.72,30.6,1.20472506
22370005,2/21/24,3/27/24,3/20/24,52,15.8496,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
22370006,2/21/24,3/31/24,3/23/24,42,12.8016,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
22370007,2/21/24,4/1/24,3/24/24,40,12.192,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
22370008,2/21/24,4/3/24,3/25/24,44,13.4112,11.6,9.6,14,52.88,49.28,57.2,22.3,0.87795323
22370009,2/21/24,4/4/24,3/27/24,42,12.8016,12.4,11,14.4,54.32,51.8,57.92,25.1,0.98818951
22370029,2/21/24,4/1/24,3/24/24,40,12.192,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
22370010,2/21/24,4/3/24,3/26/24,33,10.0584,12.8,12,15,55.04,53.6,59,18.5,0.72834685
22370012,2/21/24,4/2/24,3/25/24,47,14.3256,11.2,9.9,12.7,52.16,49.82,54.86,23.6,0.92913436
22370031,2/21/24,4/3/24,3/24/24,41,12.4968,13.1,10.7,15.3,55.58,51.26,59.54,18.7,0.73622087
